Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
How I Became a Superhero // Comment je suis devenu super-héros,Yes,2021-07-09,4800000,,,"['Short', 'Action']",,
Insidious: Chapter 2,No,,4800000,185997.0,6.5,"['Horror', 'Mystery', 'Thriller']","police detective,barricading a door,injection in leg,taser,attacked with a knife","The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily."
Insidious: The Last Key,No,,4800000,69940.0,5.7,"['Horror', 'Mystery', 'Thriller']","psychic,father daughter relationship,key,ghost hunter,brother sister relationship","Parapsychologist Dr. Elise Rainier faces her most fearsome and personal haunting yet, as she is drawn back to her ghostly childhood home where the terror began."
Into the Night: Season 2,Yes,2021-09-08,4800000,13353.0,6.4,"['Action', 'Comedy', 'Crime']","airport,chase,cameo appearance,beach,adulterous wife",
Ip Man 3 // 葉問 3 // 叶问 3,No,,4800000,59306.0,7.0,"['Action', 'Biography', 'Drama']","wing chun,hong kong,bruce lee character,ip man character,martial arts","When a band of brutal gangsters led by a crooked property developer make a play to take over a local school, Master Ip is forced to take a stand."
Jimmy Neutron: Boy Genius,No,,4800000,37378.0,6.1,"['Animation', 'Action', 'Adventure']","alien,belching,rescue,caterpillar,plant",
Kakegurui xx // 賭ケグルイxx,Yes,2019-01-09,4800000,12301.0,7.1,"['Animation', 'Drama', 'Mystery']","anime,poker,high stakes poker game,poker tournament,high school",
Kim's Convenience: Season 3,Yes,,4800000,,,,,
LOL House of Surprises: Season 1,No,,4800000,123.0,5.8,"['Animation', 'Comedy', 'Short']","captain,boy,spring cleaning,doctor,cleaning","Mama has everyone working on spring cleaning, or so she thinks; in fact, everyone&apos;s slacking off in various ways. The Captain is the only one to get caught and face her wrath, though. To escape, he fakes illness, but the boys catc..."
Million Dollar Listing New York: Season 4,No,,4800000,1781.0,7.4,['Reality-TV'],"manhattan new york city,new york city,non fiction",Follows some of Manhattan&apos;s most relentless realtors as they close multimillion dollar deals faster than a yellow cab runs a red light.
Problem Child 2,No,,4800000,23422.0,4.9,"['Comedy', 'Family']","child,vomiting,boy,girl,balloon",
Rainbow Rangers: Season 1,No,,4800000,,,['Sport'],glasgow rangers,"All the action from Rangers&apos; historic 1998/9 campaign, which saw them wresting the championship back from arch rivals Celtic, as well as triumphing in the League and Scottish Cups."
Road House,No,,4800000,,,"['Action', 'Thriller']","remake,bar,roadhouse,martial arts,revenge",An ex-UFC middleweight fighter ends up working at a rowdy bar in the Florida Keys where things are not as they seem.
Robin Hood (2010),No,,4800000,280028.0,6.6,"['Action', 'Adventure', 'Drama']","robin hood character,archer,medieval times,reference to robin hood,1190s",
RuPaul's Drag Race: Season 11,No,2019-03-01,4800000,22685.0,8.5,"['Game-Show', 'Reality-TV']","drag queen,camp,gay,fake breasts,lip syncing",
RuPaul's Drag Race: Season 13,No,2021-01-02,4800000,22685.0,8.5,"['Game-Show', 'Reality-TV']","drag queen,camp,gay,fake breasts,lip syncing",
Rust Valley Restorers: Season 3,No,2020-08-21,4800000,3292.0,7.7,['Documentary'],"classic cars,old car,restoration,salvage yard,restorer","Colorful, charismatic characters run a restoration shop and use their impressive skills and experience to restore, trade, and sell classic cars--transforming piles of rust into collectible car treasures."
Schitt's Creek: Season 6,No,,4800000,,,,,
Silverton Siege,Yes,2022-04-27,4800000,4405.0,6.3,"['Action', 'Crime', 'Drama']","criminal,hostage,robber,robbery,bank",
"Sister, Sister: Season 2",No,,4800000,13.0,8.6,"['Documentary', 'Short']",,
Spirit Riding Free: Season 7,No,2018-11-09,4800000,4510.0,5.5,"['Animation', 'Adventure', 'Comedy']","horse,cgi animation,wild horse,female protagonist,brown haired girl",Lucky Prescott&apos;s life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.
SPRIGGAN: Season 1 // スプリガン: シーズン1,Yes,2022-06-18,4800000,,,,,
The King's Avatar: Season 1 // 全職高手: 第 1 季 // 全职高手: 第 1 季,Yes,,4800000,240.0,6.7,"['Animation', 'Action', 'Drama']","bar,chinese animation,massively multiplayer online role playing game,rpg,tournaments",A group of young people are sponsored by a internet bar owner for forming an electronic sports team to participate in the national competitions.
The Lost Pirate Kingdom: Limited Series,Yes,2021-03-15,4800000,3338.0,6.6,"['Documentary', 'Adventure', 'Drama']","reenactment,pirate,swashbuckler adventure,period drama,timeframe 18th century","The real-life pirates of the Caribbean violently plunder, stealing and form a surprisingly egalitarian republic in this documentary series."
The Other Boleyn Girl (2008),No,,4800000,118510.0,6.7,"['Biography', 'Drama', 'History']","sister sister relationship,king,king henry viii,court,royalty",Two sisters contend for the affection of King Henry VIII.
The Penthouse: War in Life: Season 3 // 펜트하우스: 시즌3,No,,4800000,3865.0,7.9,"['Crime', 'Drama', 'Mystery']","betrayal,adultery,revenge,murder,mother son relationship",
The Power of the Dog,Yes,2021-12-01,4800000,189482.0,6.8,"['Drama', 'Western']","animal cruelty,repressed homosexuality,homosexuality,bull castration,male nudity","Charismatic rancher Phil Burbank inspires fear and awe in those around him. When his brother brings home a new wife and her son, Phil torments them until he finds himself exposed to the possibility of love."
The Shannara Chronicles: Season 2,No,,4800000,,,,,
The Staircase: Limited Series,Yes,2018-06-08,4800000,,,,,
The Titan,No,2018-03-30,4800000,33051.0,4.8,"['Drama', 'Mystery', 'Romance']","experiment,training,dystopia,soldier,army",
The Vampire Diaries: Season 6,No,,4800000,31.0,7.9,"['Adventure', 'Horror', 'Mystery']","based on multiple sources,schoolteacher,teenager,turned into a vampire,town with a dark secret","Snobbish teen snoop Elena Gilbert begins to suspect that her small quiet town of Fell&apos;s Church, Virginia have been infiltrated by vampires. One of them wants her dead but the other wants her love."
The Yellow Birds,No,,4800000,4616.0,5.8,"['Drama', 'War']","male friendship,friendship between men,male full nudity,u.s. soldier,mother son relationship",
Trailer Park Boys: Season 6,Yes,2011-03-01,4800000,3898.0,7.9,['Comedy'],"trailer park,killing a pet,dark comedy,reference to reveen,reference to patrick swayze",Two petty felons have a documentary made about their life in a trailer park.
True: Magical Friends: Season 1,Yes,2018-06-15,4800000,,,['Short'],,A behind the scenes look at NCIS Season 15.
Vacation (2015),No,,4800000,119845.0,6.1,"['Adventure', 'Comedy']","vacation,road trip,dysfunctional family,amusement park,sequel",
Wild Wild Country: Limited Series,Yes,2018-03-16,4800000,2032.0,6.3,"['Drama', 'Musical']","psychotronic film,incest,kissing cousins,poverty,moonshine",A troubled young man discovers that he has a knack for writing when a counselor encourages him to pursue a literary career.
Wrath of Man,No,,4800000,200039.0,7.1,"['Action', 'Crime', 'Thriller']","police,shootout,police officer,female security guard,female police officer killed",A cold and mysterious character working at a cash truck company responsible for moving a lot of money around Los Angeles each week.
Air Force The Movie: Danger Close // Air Force The Movie: Selagi Bernyawa,No,,4700000,507.0,5.2,"['Action', 'Adventure', 'War']","military,soldier,aircraft,commander,pilot",
Alienoid Part 1 // 외계+인 1부,No,,4700000,4543.0,6.2,"['Action', 'Adventure', 'Fantasy']","time travel,first part,sword,martial arts action,sword and sorcery fantasy",The door of time opens between the swordsman who wants to seize the legendary divine sword at the end of the Goryeo Dynasty and those who chase after an alien prisoner imprisoned in a human body in 2022.
Bocchi the Rock!: Season 1 // ぼっち・ざ・ろっく!: シーズン1,No,,4700000,11869.0,8.4,['Short'],,
Bohemian Rhapsody,No,,4700000,575916.0,7.9,"['Biography', 'Drama', 'Music']","rock music,live aid,rock band,music band,1980s","The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985)."
Bunk'd: Season 6,No,,4700000,64.0,9.3,['Short'],,
Call the Midwife: Series 11,No,,4700000,30033.0,8.6,"['Drama', 'History']","nurse,midwife,pregnancy,british culture,reproduction",
Darlings // डार्लिंग्स,Yes,2022-08-05,4700000,20706.0,6.6,"['Comedy', 'Drama', 'Thriller']","parent,domestic drama,dramedy,love,middle",It follows the lives of two women as they find courage and love in exceptional circumstances.
Erin Brockovich,No,,4700000,214385.0,7.4,"['Biography', 'Drama']","environmental issue,contamination,corporate crime,single mother,contaminated water",
Fenced In // Vizinhos,Yes,2022-09-01,4700000,653.0,4.4,['Comedy'],quirky comedy,Walter moves from the city out to the countryside after a nervous breakdown. But his dream of a peaceful life is ruined when he meets his loud neighbors.
Firedrake the Silver Dragon,No,2021-09-10,4700000,2023.0,5.7,"['Animation', 'Adventure', 'Comedy']","creatures,dragon,friendship,nightmare,talking dragon",A young silver dragon teams up with a mountain spirit and an orphaned boy on a journey through the Himalayas in search for the Rim of Heaven.
Friends from College: Season 2,Yes,2019-01-11,4700000,,,"['Documentary', 'Short']","behind the scenes,dvd extra,dvd special feature",
Glitter Force: Season 1,No,2015-12-18,4700000,754.0,7.1,"['Animation', 'Short', 'Adventure']","snow adventure,bugs bunny character,sylvester the dog character,two word title,animal character name in title",
Glory (1989),No,,4700000,,,,,
I Still Believe,No,,4700000,13258.0,6.5,"['Biography', 'Drama', 'Music']","year 1999,based on true story,liver cancer,singer songwriter,faith in god",
Inseparables,No,,4700000,1154.0,6.6,"['Comedy', 'Drama']","unlikely friendship,what happened to epilogue,ends with biographical notes,ends with real life footage,male friendship","Felipe a wealthy businessman who has been quadriplegic, due to an accident, is looking for a therapeutic assistant. There are several highly qualified, but he decides to take the assistant of his gardener, Tito who has decided to ..."
Johnny Test (2005): Season 2,No,,4700000,,,['Sport'],"year in title,2010s,1990s,2000s,number in title",A review of Arsenal&apos;s 2004/2005 football season.
La Révolution: Season 1,Yes,2020-10-16,4700000,,,"['Documentary', 'Short']",,
Latte and the Magic Waterstone,No,2020-07-31,4700000,1116.0,5.6,"['Animation', 'Adventure', 'Comedy']","forest,bear,hedgehog,squirrel,frog",Follows the journey of a young hedgehog who wants to save the forest and its inhabitants from a horrible drought by reclaim a magical waterstone from the bear king.
LEGO Friends: Girls on a Mission: Season 1,No,,4700000,155.0,6.6,"['Animation', 'Family']",friendship,"Five best friends trying to do the right thing in heartlake city, whilst trying to figure out friendships and what&apos;s important along the way."
Living Together without Marriage: Season 1 // 결혼 말고 동거: 시즌1,No,,4700000,,,,,
Lone Survivor,No,,4700000,302515.0,7.5,"['Action', 'Biography', 'Drama']","navy seal,survival,exploding helicopter,helicopter crash,outnumbered",
Love is Blind: Japan: Season 1 // ラブ・イズ・ブラインド JAPAN: シーズン1,Yes,2022-02-08,4700000,,,"['Short', 'Drama', 'Romance']","low budget short,film series,new york city,first of series,marriage",
Luis Miguel - The Series: Season 1 // Luis Miguel - La serie: Temporada 1,No,2018-04-22,4700000,,,['Sci-Fi'],"virtual reality,epic","In the distant future, humanity populates the far reaches of the universe. Now they are the target of an unknown enemy and only one group of mercenaries can save them - The PhoenIX."
Making a Murderer: Part 2,Yes,2018-10-19,4700000,76145.0,5.4,['Horror'],"gay,gay subtext,pool party,sadistic coach,man wears a swimsuit",
Marauders,No,,4700000,23576.0,5.5,"['Action', 'Crime', 'Thriller']","shootout in a bank,shot in the head,money,helicopter,police officer","When a bank is hit by a brutal heist, all evidence points to the owner and his high-powered clients. But as a group of FBI agents dig deeper into the case - and the deadly heists continue - it becomes clear that a larger conspirac..."
Marianne: Season 1,Yes,2019-09-13,4700000,,,['Short'],,A conversation with Maria Bello about her character Jack Sloan.
Minority Report (2002),No,,4700000,576031.0,7.6,"['Action', 'Crime', 'Mystery']","year 2054,future noir,neo noir,reference to virtual reality,washington d.c.",
Nanny McPhee,No,,4700000,83742.0,6.6,"['Comedy', 'Family', 'Fantasy']","begins with voice over narration by a character,naughty child,book of fairy tales,basset hound,baby rattle",
Octonauts & the Great Barrier Reef,Yes,2020-10-13,4700000,170.0,6.5,['Animation'],tsunami,The Octonauts create a Mantis Shrip Robot to save the oceanic creatures from a tsunami and volcanic eruptions in the Pacific Ring of Fire.
Oh My Baby: Season 1 // 오 마이 베이비: 시즌1,Yes,,4700000,,,"['Short', 'Drama', 'Romance']",,"A romance is played in reverse, supported by memories associated with improvisational music."
Pacific Rim,No,,4700000,,,,,
Pinky Malinky: Part 1,Yes,2019-01-01,4700000,45.0,4.5,"['Action', 'Comedy', 'Crime']","high school student,female topless nudity,female gang,woman tortures man,exploitation of children",Rival gangs collide at Seijun Girls School.
Preso No. 1: Season 1,No,,4700000,55071.0,6.3,"['Horror', 'Sci-Fi', 'Thriller']","alien,no dialogue,pariah,spitting in someone&apos;s face,accidental death",An exiled anxiety-ridden homebody must battle an alien who&apos;s found its way into her home.
Ridley Jones: Season 1,Yes,2021-07-13,4700000,,,,,
Roman Empire: Julius Caesar: Master of Rome,Yes,2018-07-27,4700000,8998.0,7.0,"['Documentary', 'Biography', 'Drama']","empire,caligula,julius caesar,violence,ambition",Chronicles some of the most famous leaders of the Roman Civilization.
"Sister, Sister: Season 3",No,,4700000,,,"['Comedy', 'Crime', 'Family']","franchise,third part,part of trilogy",Third installment of the &apos;Sister Act&apos; comedy franchise.
Star Trek: Voyager: Season 1,No,,4700000,95283.0,6.4,"['Adventure', 'Mystery', 'Sci-Fi']","alien,voyager spacecraft,transporter malfunction,u.s.s. enterprise,starship",
Sunny Bunnies: Season 5,Yes,,4700000,,,,,
The Catholic School // La Scuola Cattolica,Yes,2022-09-14,4700000,3453.0,5.6,['Drama'],"male pubic hair,teenage boy full frontal nudity,touching penis,male full frontal nudity,male nudity","In late September 1975, a renowned Catholic school in Rome for sheltered, upper-middle-class boys is attacked in what became known as the Circeo Massacre. The film examines what triggered the violence."
The Hollow: Season 2,Yes,2020-05-08,4700000,,,['Horror'],girl,"During a scientific expedition to a legendary haunted house, a disturbed teen-aged girl believes her psychic abilities are awakening the dark powers within."
The Last Czars: Limited Series,Yes,2019-07-03,4700000,,,,,
The Penthouse: War in Life: Season 2 // 펜트하우스: 시즌2,No,,4700000,3865.0,7.9,"['Crime', 'Drama', 'Mystery']","betrayal,adultery,revenge,murder,mother son relationship",
Ticket to Paradise (2022),No,,4700000,60526.0,6.1,"['Comedy', 'Romance']","divorced couple,american abroad,three word title,female friendship,ex husband ex wife relationship",A divorced couple teams up and travels to Bali to stop their daughter from making the same mistake they think they made 25 years ago.
Tokyo Ghoul:re // 東京喰種トーキョーグール: 東京喰種:re,No,,4700000,768.0,7.8,"['Short', 'Action']",fan film,"Two years have passed since the CCG&apos;s raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG, ghouls continue to pose a problem as they have begun taking caution, especi..."
Too Hot to Handle: Brazil: Season 1 // Brincando com Fogo: Brasil: Temporada 1,Yes,2021-07-21,4700000,620.0,5.4,"['Game-Show', 'Reality-TV', 'Romance']","brazilian reality show,beach,prize,dating,steamy romance","Sizzling hot young Brazilians meet at a dreamy beach resort. But for a shot at R$500,000 in this fun reality show, they&apos;ll have to give up sex."
Top Gun: Maverick,No,,4700000,646164.0,8.3,"['Action', 'Drama']","fighter jet,aircraft carrier,dogfight,sequel,naval aviation",
Traffic (2000),No,,4700000,217275.0,7.6,"['Crime', 'Drama', 'Thriller']","mexico,judge,cocaine,interlinked stories,drug smuggling",
Trolls: The Beat Goes On!: Season 2,Yes,2018-03-09,4700000,,,"['Documentary', 'Short']",,
Turn Up Charlie: Season 1,Yes,2019-03-15,4700000,,,['Short'],drone,
When Heroes Fly: Season 1 // בשבילה גיבורים עפים: עונה 1,Yes,2019-01-10,4700000,188.0,5.8,"['Family', 'Animation', 'Short']","blackface,surrealism,cartoon spider,cartoon insect,cartoon fly",
Who Are You: School 2015: Season 1 // 후아유-학교 2015: 시즌1,No,,4700000,2503.0,7.6,"['Drama', 'Mystery', 'Romance']","twins,school,private high school,school trip,twin sister","Two twin sisters, who are orphans, get separated when one of them gets adopted. However, fate brings them together during their darkest hours as their lives get switched."
Wild District: Season 1 // Distrito salvaje: Temporada 1,No,2018-10-19,4700000,70.0,5.9,"['Documentary', 'Short', 'Sport']","voice over narration,log raft,wild river,whitewater kayaking,women in sports",This Sportscope short features the sport of kayaking. Participants ride river rapids and show their skill as they maneuver through special &apos;water slalom&apos; courses.
42 Days of Darkness: Season 1 // 42 días en la oscuridad: Temporada 1,Yes,2022-05-11,4600000,114.0,5.6,"['Short', 'Western']","santa fe trail series,stagecoach driver,stagecoach",
Apostle,Yes,2018-10-12,4600000,57828.0,6.3,"['Drama', 'Fantasy', 'Horror']","folk horror,kidnapped sister,religion,poisoned harvest,church","In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island."
Ask the StoryBots: Season 2,Yes,2018-08-24,4600000,237.0,9.3,"['Documentary', 'Short']",,
Big Timber: Season 1,Yes,2021-07-02,4600000,,,['Short'],protest,
Booba: Season 2 (Part 1),Yes,,4600000,5943.0,6.3,"['Action', 'Mystery', 'Thriller']","superpower,laboratory,witch,mysterious,battle","A girl wakes up in a secret laboratory and meets Kyung-hee, who is trying to protect her from a gang. When the gang finally finds the girl, they are overwhelmed by an unexpected power."
Conversations with a Killer: The Ted Bundy Tapes: Limited Series,Yes,2019-01-24,4600000,,,,,
Daddy Day Camp,No,,4600000,17773.0,3.2,"['Comedy', 'Family']","child vomiting,summer camp,vomiting,toilet,sequel","Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood day care center opens his own camp, only to face financial hardship and stiff competition from a rival camp."
Drive (2011),No,,4600000,690195.0,7.8,"['Action', 'Drama']","neo noir,nameless character,mythical hero,silent protagonist,very little dialogue",
Drug Lords: Season 2,Yes,2018-07-10,4600000,1476.0,6.0,"['Action', 'Crime']","police officer,police officer killed,police officer stabbed,police officer shot in the head,police officer shot through the heart","A wealthy businessman tries to take down a drug kingpin that he used to work with, while a policeman tries to find justice without breaking the law."
Eurovision Song Contest: The Story of Fire Saga,Yes,2020-06-26,4600000,100522.0,6.5,"['Comedy', 'Music']","musician,singer,contest,song contest,competition","When aspiring musicians Lars and Sigrit are given the opportunity to represent their country at the world&apos;s biggest song competition, they finally have a chance to prove that any dream worth having is a dream worth fighting for."
Ever After High: Welcome to Ever After High,Yes,2014-01-31,4600000,,,['Animation'],toy,
Godzilla vs. Kong,No,,4600000,229911.0,6.3,"['Action', 'Sci-Fi', 'Thriller']","monster versus monster,kaiju,godzilla character,king kong character,monsterverse",
Goodbye // गुडबाय,No,,4600000,371.0,8.0,['Drama'],"character name as title,female protagonist,maid,husband,life","Just before the secession of South Sudan, a married former singer from the north seeks redemption for causing the death of a southern man by hiring his oblivious wife as her maid."
Hell's Kitchen (2005): Season 21,No,,4600000,,,,,
Hyena: Season 1 // 하이에나: 시즌 1,Yes,2020-02-21,4600000,,,['Short'],,
I Hear You: Season 1 // 最動聽的事: 第 1 季 // 最动听的事: 第 1 季,No,,4600000,922.0,6.7,"['Biography', 'Comedy', 'Drama']","blindness,massachusetts,disability,overcoming adversity,singer",A light comedy/love story based on the life of blind musician Tom Sullivan.
Imposters: Season 2,No,,4600000,,,,,
Life: Season 1 // 라이프: 시즌 1,No,2018-08-04,4600000,,,"['Short', 'Drama']",,
Marmaduke (2010),No,,4600000,17240.0,4.3,"['Comedy', 'Family']","great dane,dog,rivalry,talking animal,bowl","A suburban family moves to a new neighborhood with their large, yet lovable Great Dane, who has a tendency to wreak havoc in his own oblivious way."
Mission: Impossible III,No,,4600000,384486.0,6.9,"['Action', 'Adventure', 'Thriller']","ethan hunt character,luther stickell character,mission impossible,based on tv series,shanghai china",IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.
My Best Friend Anne Frank // Mijn beste vriendin Anne Frank,Yes,2022-02-01,4600000,,,,,
My Hero Academia: Season 5 // 僕のヒーローアカデミア: シーズン5,No,,4600000,74841.0,8.3,"['Animation', 'Action', 'Adventure']","superhero action,superhero adventure,supernatural power,late night,anti hero",A superhero-admiring boy without any powers enrolls in a prestigious hero academy and learns what it really means to be a hero.
Numberblocks: Season 3,No,,4600000,,,,,
Prayers for the Stolen // Noche de fuego,No,2021-11-16,4600000,3874.0,7.3,['Drama'],"town,mexico,young girl,teenage girl,short haired female",Life in a town at war seen through the eyes of three young girls on the path to adolescence.
Queer Eye: Season 5,Yes,2020-06-05,4600000,,,,,
Sentinelle,Yes,2021-03-05,4600000,1173.0,5.2,"['Action', 'Comedy', 'Crime']",,"François Sentinelle has two lives. By day he is the most famous police officer on Reunion Island, known for his harsh methods and flowery shirts, who chases criminals in his 4x4. But the rest of the time, he is also a charismatic ..."
Sicario: Day of the Soldado,No,,4600000,162368.0,7.1,"['Action', 'Crime', 'Drama']","somalia,desert,cartel,gunfight,shootout",
Side Effects (2013),No,,4600000,,,,,
Stowaway,No,2021-04-22,4600000,50578.0,5.7,"['Adventure', 'Sci-Fi', 'Thriller']","arm cast,takeoff,data entry,bleeding,algae",
Taylor Swift reputation Stadium Tour,Yes,2018-12-31,4600000,13461.0,8.3,"['Documentary', 'Music']","concert music,inglewood california,california,united states of america,music documentary","Experience the Eras Tour concert, performed by the one and only Taylor Swift."
The Call // 콜,Yes,2020-11-27,4600000,41373.0,7.1,"['Crime', 'Horror', 'Mystery']","time travel,telephone terror,present,police officer,borderline personality disorder","Two people live in different times. Seo-Yeon lives in the present and Young-Sook lives in the past. One phone call connects the two, and their lives are changed irrevocably."
The Dig,Yes,2021-01-29,4600000,80735.0,7.1,"['Biography', 'Drama', 'History']","discovery,archeological dig,boat,airplane,homosexuals",An archaeologist embarks on the historically important excavation of Sutton Hoo in 1938.
The Expendables 2,No,,4600000,319364.0,6.6,"['Action', 'Adventure', 'Thriller']","woman fights a man,woman murders a man,chinese in bulgaria,good versus evil,anti tank missile","Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat."
The Girl from Oslo: Season 1 // אזהרת מסע: עונה 1,No,2021-12-19,4600000,,,"['Documentary', 'Short', 'Horror']","reference to walter hill,reference to joel silver,reference to richard donner,reference to robert zemeckis",This documentary is included on the Tales from the Crypt: The Complete First Season One DVD.
The Prince of Tennis ~ Match! Tennis Juniors ~: Season 1 // 奮鬥吧，少年: 第 1 季 // 奋斗吧，少年！: 第 1 季,Yes,2019-12-04,4600000,287.0,7.6,['Sport'],"tennis sport,tennis",
Tokyo Revengers: Season 1 // 東京リベンジャーズ: シーズン1,No,,4600000,279.0,6.6,"['Action', 'Crime', 'Drama']","live action remake of anime,sequel,second part,based on manga,based on anime","It follows Takemichi as he travels 10 years back in time to change a key case that can save Hinata, who was murdered again by the Tokyo Manjikai Gang in front of Takemichi."
Unbreakable Kimmy Schmidt: Season 2,Yes,2016-04-15,4600000,17.0,7.6,,,
Veronica // Verónica,No,,4600000,54299.0,6.7,"['Crime', 'Drama', 'Mystery']","california,sequel,private detective,crowdfunded,veronica mars",
Wild Card (2015),No,,4600000,59012.0,5.6,"['Action', 'Crime', 'Drama']","female frontal nudity,female nudity,gang rape,penis cut,brutality","When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play...and it&apos;s all or nothing."
3%: Season 2,Yes,2018-04-27,4500000,8165.0,8.7,"['Drama', 'Horror', 'Thriller']","single player,xbox 360,microsoft windows,playstation 3,graphic adventure",
Arrietty // 借りぐらしのアリエッティ,No,,4500000,100815.0,7.6,"['Animation', 'Adventure', 'Drama']","studio ghibli,female protagonist,the borrowers,miniature person,cat",
ATHENA,Yes,2022-09-23,4500000,21423.0,6.8,"['Action', 'Drama', 'Thriller']","brother,fight,chaos,brother brother relationship,mother son relationship","Hours after the tragic death of their youngest brother in unexplained circumstances, three siblings have their lives thrown into chaos."
Batman Begins,No,,4500000,1548837.0,8.2,"['Action', 'Crime', 'Drama']","superhero,social decay,origin of hero,dc comics,batman character",
Before I Wake,No,2017-04-10,4500000,,,,,
Bhool Bhulaiyaa 2,No,,4500000,32674.0,5.7,"['Comedy', 'Drama', 'Horror']","sequel,secret,rajasthan,fate,abandoned","When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit that has been trapped for 18 years."
Blood of Zeus: Season 1,Yes,2020-10-27,4500000,137.0,5.2,['Documentary'],"exploitation filmmaking,grindhouse filmmaking,psychotronic filmmaking,movie clip,female topless nudity",
Borgen: Season 3,Yes,,4500000,3853.0,5.6,"['Drama', 'Horror']","witchcraft,witch,b movie,cage,slapped in the face",
Call the Midwife: Series 9,No,,4500000,,,"['Short', 'Horror']",,
Charlie Wilson's War,No,,4500000,,,,,
Charmed (2018): Season 1,No,,4500000,,,['Documentary'],"year in title,2010s,2000s,2020s,number in title",
DC's Legends of Tomorrow: Season 4,No,,4500000,6.0,7.8,"['Short', 'Sci-Fi']",,Exploring the essence of hero with Executive Producer Phil Klemmer in this exclusive discussion of DC&apos;s Legends of Tomorrow season 6.
Decision to Leave // 헤어질 결심,No,,4500000,50584.0,7.3,"['Crime', 'Drama', 'Mystery']","detective,dead body,flashback,insomnia,illegal immigrant",
Double World // 征途,Yes,,4500000,4657.0,6.1,"['Action', 'Adventure', 'Fantasy']","china,kingdom,king,competition,fight","Seeing the neighboring country become more and more powerful, a warlord organizes a competition to reveal the best warriors. A young man is eager to bring honour to his clan."
Find Yourself: Season 1 // 下一站是幸福: 第 1 季,Yes,,4500000,105.0,4.7,"['Short', 'Sport']","golf,trick shot,sand trap,marriage,instructional","Ronald Reagan and his wife Jane Wyman are given golf lessons by pro golfer Jimmy Thomson, and watch trick shots performed by Jack Redmond."
Friday Night Lights: Season 3,No,,4500000,66138.0,7.2,"['Action', 'Drama', 'Sport']","texas,coach,high school football,odessa texas,football team",
Hilda: Season 2,Yes,2020-12-14,4500000,139.0,7.2,['Drama'],"family relationships,friend,father,boy","The brothers of Children In The Wind deal with declining family fortunes: they must work when the father becomes sick, and eventually live with their grandfather, which means making new friends and struggling with a different envi..."
Horimiya // ホリミヤ,No,,4500000,218.0,6.3,['Drama'],"black man,black man in japan,american in japan,funeral,shaking hands",
Inside Man: Most Wanted,No,,4500000,4548.0,5.6,"['Action', 'Crime', 'Thriller']","sequel,second part,police officer,police officer killed,police officer shot",An NYPD hostage negotiator teams up with a federal agent to rescue dozens of tourists held hostage during a 10-hour siege at the U.S. Federal Reserve.
Jaws,No,,4500000,647266.0,8.1,"['Adventure', 'Mystery', 'Thriller']","shark,great white shark,shark attack,beach,loss of son","When a killer shark unleashes chaos on a beach community off Cape Cod, it&apos;s up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down."
Labor Day,No,,4500000,50687.0,6.9,"['Drama', 'Romance', 'Thriller']","tied to a chair,coming of age drama,neighbor,baseball,boy in a wheelchair","Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited."
Lights Out (2016),No,,4500000,,,,,
Love 101: Season 2 // Aşk 101: 2. Sezon,Yes,2021-09-30,4500000,87.0,5.7,"['Short', 'Comedy', 'Musical']","copy boy,love advice,autograph,waltz,ocean liner","Columnist Beatrice Blair dispenses love advice to her readers, but can&apos;t seem to find her own Mr. Right. Reporter Jimmy Jackson has pursued her but with no results. Blair takes her assistant, Helen, on a cruise to the French Rivie..."
Maniac: Limited Series,Yes,2018-09-21,4500000,,,,,
Marlon: Season 2,No,2018-08-22,4500000,19.0,7.6,"['Documentary', 'Short']",,
Men in Black: International,No,,4500000,144021.0,5.6,"['Action', 'Adventure', 'Comedy']","sequel,men in black,alien,fourth part,shared universe","The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization."
Minha Mãe É Uma Peça,No,,4500000,5608.0,6.8,['Comedy'],"brazilian film series,brother brother relationship,mother daughter relationship,mother son relationship,gay interest",
Ocean's Eleven (2001),No,,4500000,607044.0,7.7,"['Crime', 'Thriller']","casino,heist,criminal mastermind,remake,card dealer",
