Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
Point Break (2015),No,,600000,65497.0,5.3,"['Action', 'Adventure', 'Crime']","snow adventure,criminal,bikini,time bomb,aerial camera shot","A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists."
Pororo Singalong show NEW1: Season 1 // 뽀로로와 노래해요 NEW1: 시즌 1,No,,600000,,,,,
Pretend It’s a City: Limited Series,Yes,2021-01-08,600000,8367.0,8.0,"['Documentary', 'Biography', 'Comedy']","new york,tv mini series,new york city,lesbian,strong woman","Wander the New York City streets and fascinating mind of wry writer, humorist and raconteur Fran Lebowitz as she sits down with Martin Scorsese."
Project Mc²: Part 4,Yes,2017-02-14,600000,1244.0,6.2,['Family'],"psychotronic series,science,technology,spy,girl",
Puberty Blues: Season 1,No,,600000,91.0,6.8,"['Short', 'Musical']","melody master series,barber shop,sweepstakes,vitaphone melody master,tap dancing",
Qin Empire: Alliance // 大秦帝國之縱橫 // 大秦帝国之纵横,No,,600000,136.0,8.1,"['Drama', 'History', 'War']","4th century b.c.,chinese history,chinese historical setting,ancient china","During the Warring States period, Qin state ruler Duke Xiao recruits statesman Shang Yang to help enact bold reforms that transform western China."
Querô,No,,600000,367.0,6.7,['Drama'],"bordello,prostitute,stabbing,juvenile detention,male rape","Querô is an orphan teenager, living alone near the docks in Santos, Brazil. His mother, a prostitute, died when he was a baby, and he was raised in the bordello where she worked. He also doesn&apos;t know who his father is. Believing h..."
Race: Bubba Wallace: Limited Series,Yes,2022-02-22,600000,550.0,6.6,"['Documentary', 'Sport']","nascar,racing,race,career,tv mini series",Follows the NASCAR driver Bubba Wallace as he competes for the 23XI Racing team.
Rang De Basanti // रंग दे बसंती,No,,600000,121610.0,8.1,"['Comedy', 'Crime', 'Drama']","delhi india,murder,friend,india,awakening","The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom."
Ranking of Kings: Season 2 // 王様ランキング: シーズン2,No,,600000,237.0,9.3,"['Documentary', 'Short']",,
Ransom (1996),No,,600000,133679.0,6.7,"['Action', 'Crime', 'Thriller']","ankle holster,united states of america,ransom,bounty,millionaire",
Ranveer vs Wild with Bear Grylls,Yes,2022-07-08,600000,4242.0,6.9,['Documentary'],"travel documentary,animal,interactive,jungle,escape",
RattleSnake - The Ahanna Story,Yes,,600000,,,,,
Ray: Limited Series // रे: Limited Series,Yes,2021-06-25,600000,,,,,
Re:Mind: Season 1,Yes,2017-10-12,600000,11869.0,8.4,['Short'],,
Red Riding Hood (2011),No,,600000,115026.0,5.4,"['Fantasy', 'Horror', 'Mystery']","half sister,werewolf horror,whodunit,younger version of character,dumping a dead body in a lake","Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family&apos;s displeasure."
Restaurant to Another World // 異世界食堂,No,,600000,675.0,7.1,"['Animation', 'Fantasy', 'Sci-Fi']","food anime,food,restaurant,isekai,anime animation","A chef runs a restaurant that serves as a Portal between our World & a Fantasy land every 7 Days, where he serves Western Style Food to Elves, Demons, Dragons & more."
Return to Christmas Creek,No,,600000,688.0,2.9,"['Adventure', 'Drama', 'Family']","sequel by name only,psychotronic film,children,creature,hurricane",
Reunion 1.0 // Klassentreffen 1.0,No,,600000,41.0,7.7,['Comedy'],"baseball,baseball player","Two generations of professional baseball players return for a &apos;Reunion&apos; game. But before the game is played, the players are coerced into telling stories about their on and off the field past, and oh boy, watch out."
Richie Rich (1994),No,,600000,2489.0,4.0,"['Comedy', 'Family']","snow,child,wish,christmas,blond boy","After getting blamed for spoiling Christmas, the richest kid in the world wishes he&apos;d never been born."
Riviera East // Nyugati Nyaralás,No,,600000,1117.0,5.7,"['Comedy', 'Crime']","car,family relationships","Gyuri Maurer&apos;s family is about to go on holiday, but instead of four passports, only three arrive. Instead of heading west with a German car and the accompanying papers, they will be tourists coming from the west."
Roppongi Class: Season 1 // 六本木クラス: シーズン1,No,,600000,,,,,
Route 10 // سكة طويله,No,,600000,731.0,4.9,"['Action', 'Drama', 'Thriller']",brother,
Rumor Has It... (2005),No,,600000,60993.0,5.5,"['Comedy', 'Drama', 'Romance']","biological father,author,search for father,female nudity,motor vehicle",
Run & Gun,No,,600000,92258.0,6.7,"['Mystery', 'Thriller']","revenge,kidnapping,child abduction,mother daughter relationship,munchausen syndrome by proxy",
"Run, Fatboy, Run",No,,600000,69562.0,6.5,"['Comedy', 'Romance', 'Sport']","prologue,animated closing credits,no opening credits,marathon,training",
Sai de Baixo: O Filme,No,,600000,517.0,4.7,['Comedy'],plan,"Caco Antibes is released from jail, and plans another coup involving the family: Vavá, Cassandra, Ribamar, and Magda."
SanPa: Sins of the Savior: Limited Series // SanPa: Luci e tenebre di San Patrignano: Limited Series,Yes,2020-12-30,600000,1693.0,7.8,"['Documentary', 'Crime']","tv mini series,rehabilitation center,drug rehabilitation,controversy,trial","Amidst a heroin crisis, Vincenzo Muccioli cared for the addicted, earning him fierce public devotion -- even as charges of violence began to mount."
Satria Dewa: Gatotkaca,No,,600000,825.0,5.2,"['Action', 'Adventure', 'Drama']","superhero,power,villain,force,agent","Legends collide as young Yuda wrestles with his newfound godlike powers, defending his world in an endless battle against ancient and powerful evils."
Sebastian Maniscalco: Aren't You Embarrassed?,No,,600000,1287.0,7.7,"['Documentary', 'Comedy']","observational comedy,chicago illinois,comedian,reference to osama bin laden,italian american","Sebastian Maniscalco returns home to Chicago to perform in front of a live sold-out audience in this all-new comedy event. With his inimitable delivery, he burns modern-day society through the lens of his old-world Italian-America..."
Sexy Beasts: Season 1,Yes,2021-07-21,600000,95.0,5.8,"['Short', 'Documentary']","farm,animal park,voice over narration,travel documentary,rare bird","Visits to three animal parks in Miami, Florida: the Rare Bird Farm, with its many chickens, cranes, and other birds; the Monkey Jungle, where the visitors are caged and the simian inhabitants roam freely; and finally the Parrot Ju..."
Shaolin Soccer // 少林足球,No,,600000,86369.0,7.3,"['Action', 'Comedy', 'Fantasy']","soccer,football,soccer sport,martial arts action",A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.
Shaun the Sheep Movie,No,,600000,42788.0,7.3,"['Animation', 'Adventure', 'Comedy']","no dialogue,memory loss,sheep,dog,stop motion animation","When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it&apos;s up to Shaun and the flo..."
She's Gotta Have It: Season 1,Yes,2017-11-23,600000,16011.0,6.8,"['Comedy', 'Romance']","new york city,national film registry,solo polyamory,three boyfriends,boyfriend girlfriend relationship",
Shtisel: Season 3 // שטיסל: עונה 3,Yes,2021-03-25,600000,,,['Sci-Fi'],,Zombified podcast talks with immunologist Jessica Brinkworth and zombie apocalypse survival expert Cam Carlson about our current apocalyptish times.
Sing Again: Season 1 // รักอีกครั้ง: ซีซั่น 1,Yes,,600000,396.0,5.4,"['Family', 'Animation', 'Short']","reference to bing crosby,reference to mae west,whale,shanghai,police",
Sløborn: Season 1,No,,600000,,,"['Comedy', 'Talk-Show']",,Stephen &apos;tWitch&apos; Boss shares some of the best moments from the 2019-2020 season; Brothers Osborne perform;
Smallfoot,No,,600000,42240.0,6.6,"['Animation', 'Adventure', 'Comedy']","yeti,snow,ice,icy landscape,feet",
Sole a Catinelle,No,,600000,6777.0,6.4,['Comedy'],father,The story of a father and son on a South-to-North road trip.
Solitary Gourmet: Season 2 // 孤独のグルメ: シーズン2,No,,600000,480.0,8.1,['Drama'],"businessman,japanese drama,based on manga,live action manga adaptation,live action adaptation",
Solitary Gourmet: Season 3 // 孤独のグルメ: シーズン3,No,,600000,480.0,8.1,['Drama'],"businessman,japanese drama,based on manga,live action manga adaptation,live action adaptation",
Solitary Gourmet: Season 9 // 孤独のグルメ: シーズン9,No,,600000,480.0,8.1,['Drama'],"businessman,japanese drama,based on manga,live action manga adaptation,live action adaptation",
Sonic the Hedgehog 2,No,,600000,82567.0,6.5,"['Action', 'Adventure', 'Comedy']","sequel,sonic the hedgehog character,knuckles the echidna character,dr. ivo &apos;eggman&apos; robotnik character,villain","When the manic Dr. Robotnik returns to Earth with a new ally, Knuckles the Echidna, Sonic and his new friend Tails is all that stands in their way."
South of Heaven,No,,600000,2291.0,5.8,"['Crime', 'Drama', 'Thriller']","childhood,police interrogation,prison parole,lung cancer,punched in the face",
Special ID // 特殊身份,No,,600000,4450.0,5.5,"['Action', 'Crime']","taekwondo,jujitsu,sniper,violence,martial arts",
Spirited // Jagat Arwah,Yes,,600000,45660.0,6.6,"['Comedy', 'Family', 'Musical']","christmas,based on novella,based on the works of charles dickens,charles dickens character,magical journey",A musical version of Charles Dickens&apos;s story of a miserly misanthrope who is taken on a magical journey.
Splice,No,,600000,100942.0,5.8,"['Horror', 'Sci-Fi']","scientist,spontaneous sex change,experiment,farm,manmade monster",
StarBeam: Season 2,No,2020-09-08,600000,,,,,
StarBeam: Season 3,No,2021-03-09,600000,,,,,
StarBeam: Halloween Hero,No,2020-10-06,600000,16.0,5.7,"['Animation', 'Action', 'Adventure']","tv special,halloween,halloween costume,frankenstein costume,skeleton costume",
Steins;Gate 0: Season 1 // シュタインズ・ゲート ゼロ: シーズン1,No,,600000,269.0,8.5,"['Comedy', 'Drama', 'Mystery']","playstation 3,xbox 360,ptsd post traumatic stress disorder,three word title,semicolon in title","It takes place at the end of the original Steins;Gate, set in the Beta worldline. where Rintaro Okabe falls into depression after failing to prevent the death of Kurisu Makise until he meets Maho Hiyajo several months later."
Steve Jobs,No,,600000,176560.0,7.2,"['Biography', 'Drama']","computer,father daughter relationship,apple computer,dialogue driven,1990s",
Still 2gether // เพราะเรายังคู่กัน,No,,600000,,,"['Short', 'Drama']",,"After months of listening to a client struggling to move on from a relationship, a therapist takes matters in her own hands."
"StoryBots: Laugh, Learn, Sing: Collection 1",Yes,2021-11-16,600000,12.0,8.5,"['Animation', 'Family']",,"Learn along with Beep, Boop, Bing, Bang, and Bo as they make their way through a musical alphabet, from awesome A&apos;s to mighty M&apos;s and all the way to Z."
Stretch Armstrong & the Flex Fighters: Season 2,Yes,2018-09-07,600000,348.0,6.2,"['Animation', 'Short', 'Action']","heroism,superhero,male protagonist,white male lead in a diverse cast,superhero action","An action-comedy series based on Hasbro&apos;s stretchy, heroic toy."
Stronger Than the World // Mais Forte que o Mundo - A História de José Aldo,No,,600000,2088.0,7.1,"['Action', 'Biography', 'Drama']",brazilian sportspeople,The Story of longtime UFC Featherweight champion and the struggles facing him on the road to the top.
Styling Hollywood: Season 1,Yes,2019-08-30,600000,,,"['Animation', 'Comedy', 'Musical']","stage,graduation,diploma,audience,color rhapsodies","A dramatic school for children is holding graduation ceremonies in a huge auditorium. We see the kids are caricatures of Hollywood film stars, including Wallace Beery, Herman Bing, Joe E. Brown, Claudette Colbert, Stepin Fetchit, ..."
Sunderland 'Til I Die: Season 1,Yes,2018-12-14,600000,8976.0,8.1,"['Documentary', 'Sport']","football,timeframe 2010s,soccer sport,sports documentary,soccer","Highlights the unfailing passion Sunderland residents have for their beloved football club, taking viewers through the highs and lows of SAFC&apos;s 2017-18 season in the Championship following its relegation the previous year."
Suzan & Freek: Between You & Me // Suzan & Freek: Tussen Jou en Mij,No,2023-01-13,600000,110.0,6.7,['Documentary'],couple,A Dutch documentary movie about a passionate music duo and couple who navigate remarkable success and accompanying fame after going viral from posting covers on social media.
Swallow,Yes,2021-10-01,600000,27379.0,6.5,"['Drama', 'Thriller']","obsession,pica,swallowing a battery,self harm,object ingestion","Hunter, a newly pregnant housewife, finds herself increasingly compelled to consume dangerous objects. As her husband and his family tighten their control over her life, she must confront the dark secret behind her new obsession."
Tag (2018),No,,600000,143861.0,6.5,"['Action', 'Comedy']","tag the game,friendship,male friendship,friendship between men,torture","A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country."
Tagged: Season 3,No,,600000,,,['Short'],,Exclusive behind the scenes review of season four of Bull.
Take Point // PMC: 더 벙커,No,,600000,,,"['Short', 'Sci-Fi']","iraq,time travel",A recruit deployed to Iraq stops on his way to base to call his dad and run to Mexico. The phone rings before he makes the call. The person on the other end changes everything.
Tamara (2016),No,,600000,157.0,7.0,"['Drama', 'Romance']","transgender,one word title,transgender protagonist,bare chested male,undressing","The film is based on the real life of Teo, a distinguished, prominent, outstanding lawyer with a four-year marriage and two small children, who decides to accomplish her long-time secret: to transition into a trans woman."
Tamara Vol. 2,No,,600000,251.0,5.2,"['Comedy', 'Romance']","based on comic book,based on franco belgian comic book,love,teenager,teenage girl",
Tazza: One Eyed Jack // 타짜: 원 아이드 잭,No,,600000,634.0,6.0,"['Crime', 'Drama', 'Thriller']","based on comic,sequel,gambling,grifter,underworld",Do Il-Chool (Park Jung-Min) has a talent for playing poker and he is the son of Jjakgwi. His father was a gambler and had one ear cut off after he was caught cheating. Il-Chool meets mysterious gambler Aekku (Ryoo Seung-Bum) and g...
Terrace House: Aloha State: Part 1 // テラスハウス Aloha State: Part 1,Yes,2016-10-31,600000,1103.0,7.4,"['Drama', 'Reality-TV']","camera,japanese reality show,terrace,aloha,hawaii",Terrace House: Aloha State focuses on six young people living in beautiful Hawaii. The camera crew follows the cast 24 hours-a-day to capture events in their lives as each pursues their dream.
Terrace House: Aloha State: Part 2 // テラスハウス Aloha State: Part 2,Yes,2017-01-09,600000,1103.0,7.4,"['Drama', 'Reality-TV']","camera,japanese reality show,terrace,aloha,hawaii",Terrace House: Aloha State focuses on six young people living in beautiful Hawaii. The camera crew follows the cast 24 hours-a-day to capture events in their lives as each pursues their dream.
Terrace House: Aloha State: Part 3 // テラスハウス Aloha State: Part 3,Yes,2017-03-20,600000,1103.0,7.4,"['Drama', 'Reality-TV']","camera,japanese reality show,terrace,aloha,hawaii",Terrace House: Aloha State focuses on six young people living in beautiful Hawaii. The camera crew follows the cast 24 hours-a-day to capture events in their lives as each pursues their dream.
That Time I Got Reincarnated as a Slime: OAD Season 1 // 転生したらスライムだった件 OAD,No,,600000,1525.0,6.9,"['Animation', 'Action', 'Adventure']","world,killer,anime animation,isekai,slime",
The 15:17 to Paris,No,,600000,35194.0,5.3,"['Biography', 'Drama', 'Thriller']","train,terrorism,paris france,american,soldier",
The 3rd Eye // Mata Batin,No,2018-09-27,600000,,,,,
The Adventures of Tintin: Season 2 // Les aventures de Tintin: Saison 2,No,,600000,,,,,
The Apprentice: ONE Championship Edition: Season 1,No,2022-02-01,600000,,,['Documentary'],"formula 1,f1,motorsport,season review,year in title",
The Batman: Season 5,No,,600000,,,"['Documentary', 'Animation', 'Short']","five word title,colon in title,2000s,sidekick,superhero",
The Bento brings happiness: Season 1 // 弁当屋さんのおもてなし: シーズン1,No,,600000,,,,,
The Big Ugly,No,,600000,6601.0,5.1,"['Crime', 'Drama', 'Thriller']",mob,Anglo-American relations go bad when London mob bosses invest in a West Virginia oil deal in hopes of laundering dirty money.
The Boys in the Band,Yes,2020-09-30,600000,17477.0,6.8,['Drama'],"gay interest,gay,homosexual,homosexuality,male frontal nudity","At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths."
The Brave "Yoshihiko" and The Demon's Key // 勇者ヨシヒコシリーズ: 勇者ヨシヒコと悪霊の鍵,No,,600000,227.0,7.5,['Adventure'],"japanese drama,tv mini series",The Hero Yoshihiko returns with his three companions to find a mystic key that seals away monsters.
The Bros // 부라더,No,,600000,210586.0,7.1,"['Animation', 'Adventure', 'Comedy']","based on video game,princess,talking gorilla,talking penguin,princess peach character",
The Bye Bye Man,No,,600000,25606.0,4.3,"['Drama', 'Fantasy', 'Horror']","bare chested male,male rear nudity,hallucination,teen sex,sex scene",
The Cabin in the Woods,No,,600000,442985.0,7.0,"['Horror', 'Mystery', 'Thriller']","cabin in the woods,lovecraftian,torture chamber,topless woman,girl stripped down to panties","Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods."
The Claus Family 2 // De Familie Claus 2,Yes,2021-12-07,600000,834.0,5.5,"['Comedy', 'Family', 'Fantasy']","christmas,sequel,second part,holiday,santa claus","Jules Claus has embraced Christmas again and is getting ready for the busiest time of the year together with grandpa Noël. Everything seems to go according to plan, until Jules receives a very special letter with an intriguing que..."
The Conductor (2019),No,,600000,,,"['Documentary', 'Short', 'Comedy']",,Chuhei Iwasaki is a Prague-based conductor of numerous prestigious orchestras in the Czech Republic. Rene Kmet is a student of film directing and has always admired the immediacy of gestures and commands with which conductors can ...
The Disastrous Life of Saiki K.: Season 3 // 斉木楠雄のΨ難: 完結編,Yes,,600000,680.0,5.5,['Comedy'],"live action remake of anime,school,psychotronic film,name in title,symbol in title","Saiki Kusuo is a powerful psychic who hates attracting attention, yet he is surrounded by colorful characters who always find a way to remove him from his everyday life."
The Doll (2016),No,,600000,939.0,5.2,"['Horror', 'Thriller']","girl,doll,reference to justin bieber,reference to justin timberlake,dollmaker",
The Doll 2,No,,600000,677.0,5.2,"['Horror', 'Thriller']","mother,sequel,evil doll,second part,number 2 in title","A mother uses her deceased daughter&apos;s doll as a medium to communicate with her, but the consequences are chilling."
The Doll 3,No,,600000,267.0,4.6,"['Horror', 'Thriller']","sequel,third part,doll,final chapter,accident","After being possessed by the spirit of her late brother, a wicked doll terrorizes a woman and her loved ones."
The Female Prime Minister: Season 1 // 陸貞傳奇: 第 1 季 // 陆贞传奇: 第 1 季,No,,600000,26.0,6.7,"['Comedy', 'Talk-Show']",prank,New Zealand Week begins with Stephen visiting Prime Minister Jacinda Ardern; actor Adam Driver (Marriage Story (2019)). Also: The 1975 performs.
The Fighter (2010),No,,600000,384270.0,7.8,"['Action', 'Biography', 'Drama']","nipples visible through clothing,based on true story,boxing,boxer,domineering mother",
The Get Down: Part 2,Yes,2017-04-07,600000,360768.0,6.5,"['Action', 'Adventure', 'Sci-Fi']","dystopia,rebellion,revolution,brainwashing,execution",
The Giant // Handia,No,,600000,219971.0,8.1,"['Animation', 'Action', 'Adventure']","giant robot,1950s,government agent,friendship,small town",
The God Committee,No,,600000,4554.0,5.8,['Drama'],"struggle,god in title,three word title,cyclist hit by car,new york city","An organ transplant committee has one hour to decide which of three patients deserves a life-saving heart. Seven years later, the committee members struggle with the consequences of that fateful decision."
The Island (2005),No,,600000,324632.0,6.8,"['Action', 'Sci-Fi', 'Thriller']","clone,year 2019,island,same actor playing two characters simultaneously on screen,cityscape","A man living in a futuristic sterile colony begins to question his circumscribed existence when his friend is chosen to go to the Island, the last uncontaminated place on earth."
The IT Crowd: Series 5,Yes,,600000,161665.0,8.5,['Comedy'],"it support,on the spectrum,large corporation,nerd,female boss",
The Jewel // Il gioiellino,No,,600000,61485.0,6.1,"['Action', 'Adventure', 'Comedy']","good versus evil,hero,heroine,evil man,zion national park","When Joan Wilder is abducted while on a trip along the Nile, her boyfriend, Jack Colton, and pal Ralph rush to rescue her and retrieve a fabled jewel."
The Kingdom (2020),No,,600000,10.0,7.6,"['Documentary', 'Animation', 'Comedy']",anthology,"A ground-breaking anthology of twenty short films by twenty filmmakers, which together offer an alternative snapshot of the UK in the year 2020."
The Kotaki brothers’ 12 Sufferings: Season 1 // コタキ兄弟と四苦八苦: シーズン1,No,,600000,,,,,
The Last Vermeer,No,,600000,5303.0,6.7,"['Drama', 'War']","dutch resistance,rotterdam netherlands,amsterdam netherlands,forgery,forged painting","An artist is suspected of selling a valuable painting to the Nazis, but there is more to the story than meets the eye."
The Legend of Cocaine Island,Yes,2019-03-29,600000,3504.0,6.3,['Documentary'],treasure,A desperate man goes on a buried treasure hunt for $2 million worth of cocaine.
The Legends: Season 1 // 招搖: 第 1 季 // 招摇: 第 1 季,No,,600000,65.0,8.9,['Short'],,"Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the..."
The Lone Ume Tree // 梅切らぬバカ,No,,600000,,,,,
The Magic School Bus Rides Again Kids In Space,Yes,2020-08-07,600000,99.0,6.3,"['Animation', 'Adventure', 'Comedy']",,The Magic School Bus kids blast into orbit and onto the International Space Station only to find themselves on the run from a giant tardigrade.
The Magic School Bus Rides Again The Frizz Connection,Yes,2020-10-20,600000,51.0,5.4,"['Animation', 'Short', 'Adventure']",,"A lightning separates the Magic School Bus into three pieces, scattering the class across the globe with different versions of Ms. Frizzle aboard each bus."
The Man With the Iron Fists 2,No,,600000,4526.0,4.4,['Action'],"sequel,metal hand,second part",
The Mask (1994),No,,600000,411071.0,6.9,"['Action', 'Comedy', 'Crime']","alter ego,masked man,wisecrack humor,pet dog,jack russell terrier",
The Master Plan // الخطة العايمة,No,,600000,2571.0,5.4,"['Action', 'Adventure', 'Comedy']","reboot,heist",Charles Ingvar Jönsson gathers three criminals to take vengeance upon the people who killed his uncle.
The Master Plan // الخطة العايمة,No,,600000,2571.0,5.4,"['Action', 'Adventure', 'Comedy']","reboot,heist",Charles Ingvar Jönsson gathers three criminals to take vengeance upon the people who killed his uncle.
The Mortal Instruments: City of Bones,No,,600000,137887.0,5.8,"['Action', 'Adventure', 'Fantasy']","magic,demon,new york city,vampire,teenager","When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World."
The Mr. Peabody and Sherman Show: Season 3,No,2016-10-21,600000,535.0,5.7,"['Animation', 'Adventure', 'Comedy']","time machine,cartoon dog,mr. peabody character,historical figure,spoof",
The Mr. Peabody and Sherman Show: Season 4,No,2017-04-21,600000,535.0,5.7,"['Animation', 'Adventure', 'Comedy']","time machine,cartoon dog,mr. peabody character,historical figure,spoof",
The Myth // 神話 // 神话,No,,600000,16102.0,6.1,"['Action', 'Adventure', 'Comedy']","warrior,ancient china,reincarnation,hare krishna,time travel",
The Nest: Season 1,No,,600000,1053019.0,8.7,['Drama'],"mental institution,nurse,mental illness,escape,native american","In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse."
The Next Skin // La próxima piel,Yes,,600000,2080.0,6.1,"['Drama', 'Mystery', 'Thriller']","bisexuality,gay kiss,gay interest,gay,man grabs a man&apos;s crotch","A teenager who went missing and was presumed dead returns home after eight years to find a family deeply affected by his disappearance. Gradually, doubts arise about whether he really is the missing boy or an impostor."
