Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
Victoria & Abdul,No,,2000000,62190.0,7.6,"['Crime', 'Drama', 'Romance']","shot in a single take,real time,spanish woman,shot to death,heist",A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.
Villain (2020),No,,2000000,3871.0,5.9,"['Action', 'Crime', 'Drama']","london england,organized crime,one word title,gangster,cockney","Eddie Franks is a former criminal who attempts to help his family by reconnecting with his daughter and clearing his brother&apos;s debt. Despite his efforts, he is drawn back into a criminal way of life, with devastating consequences."
Wakfu: Season 3,Yes,2017-10-29,2000000,,,,,
"Weddings, Christenings and Funerals // Nunti, botezuri, inmormantari",No,,2000000,1778.0,6.8,['Comedy'],,
Welcome to Demon School!  Iruma-kun: Season 1 // 魔入りました! 入間くん: 第1シリーズ,No,,2000000,2185.0,7.6,"['Animation', 'Comedy', 'Drama']","anime,demon,isekai,shounen,slice of life",A human child is adopted by a demon and sent to a demon school. He must find a way to survive in the dangerous but fun world he has entered.
Where's the Money,No,,2000000,2232.0,5.1,['Comedy'],fraternity,A quick witted young man from the streets of South Central must rush a lily-white USC fraternity to recover a stash of stolen money.
3096 Days,No,,1900000,15863.0,6.5,"['Biography', 'Crime', 'Drama']","kidnapping,psychological torture,survivor,violence against a woman,child abuse",
A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,No,,1900000,,,"['Short', 'Horror']",,"Krampus shows 5 shorts in the classic VHS style of Tales to Chill the Bone with series 3, The Christmas Speical. Join Krampus on stories of Doctors, Killers, Toys, Snowmen, Bullies, and Demons."
A Killer's Mistake: Season 2,No,,1900000,,,"['Short', 'Thriller']",,
A Monster in Paris // Un monstre à Paris,No,,1900000,22366.0,6.7,"['Animation', 'Adventure', 'Comedy']","3 dimensional,abuse,explosion,dinner,fall","A 3D-animated movie set in Paris in the year 1910 and centered on a monster who lives in a garden and his love for a beautiful, young singer."
Ackley Bridge: Series 3,No,,1900000,,,,,
"Ada Twist, Scientist: Season 2",Yes,2022-01-25,1900000,273.0,6.9,"['Animation', 'Short', 'Adventure']","smart,children,cgi animation,computer animation,3d animation","Ada Twist, a young scientist who will explore helping people through scientific discovery, collaboration and friendship."
Airport (1970),No,,1900000,21277.0,6.6,"['Action', 'Drama', 'Thriller']","boeing 707,airport,cockpit,air crew,commercial air travel","A bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved."
Alice: Season 1 // 앨리스: 시즌1,No,,1900000,,,,,
All About the Washingtons: Season 1,Yes,2018-08-10,1900000,,,,,
Allied,No,,1900000,165841.0,7.1,"['Action', 'Drama', 'History']","nazi,spy,french,betrayal,world war two","In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war."
Alvin and the Chipmunks: The Road Chip,No,,1900000,21875.0,4.9,"['Adventure', 'Comedy', 'Family']","alvin and the chipmunks characters,chipmunk,new orleans louisiana,animal protagonist,on the road",The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.
Annabelle,No,,1900000,172360.0,5.4,"['Horror', 'Mystery', 'Thriller']","satanic cult,possessed doll,the conjuring universe,murder,suicide",
Avengers Climate Conundrum: Season 1,No,,1900000,145.0,6.4,['Animation'],tv mini series,"When Tony Stark&apos;s new weather machine is stolen by AIM, it&apos;s up to Black Widow and Hawkeye to retrieve it, taking them on a high-speed chase through New York City."
Bad Seeds // Mauvaises herbes,No,2018-12-21,1900000,6127.0,7.3,['Comedy'],banlieue,"Wael (Kheiron) a former street child, makes a living from small scams with his adoptive mother and partner-in-crime Monique (Catherine Deneuve). When this unconventional duo swindles the wrong guy, Victor (André Dussollier), an ol..."
Bananas in Pyjamas (2011): Season 1,No,,1900000,,,['Documentary'],glasgow rangers,Highlights of Glasgow Rangers 2010/11 Season.
Barbie in the 12 Dancing Princesses,No,,1900000,6194.0,6.9,"['Animation', 'Family']","princess commoner love,germany,dancing,bird,princess","The widowed King Randolph enlists the help of his cousin to teach his daughters the proper royal etiquette. Instead, she bans all dancing in the palace. Can the twelve dancing princesses save the kingdom with their late mother&apos;s g..."
Behave // Juízo,No,,1900000,,,"['Horror', 'Mystery']","death,young","After the death of their friend, a group of eccentric young adults are whisked away to a villa on the outskirts of London, but a mysterious entity seems to have followed them to their luxurious getaway."
Blow,No,,1900000,271747.0,7.5,"['Biography', 'Crime', 'Drama']","drug trafficking,drug dealer,drug abuse,nosebleed,police officer","The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States."
BNA: Season 1,Yes,2020-03-20,1900000,45628.0,6.6,"['Comedy', 'Romance']","christmas,coming out,holidays,lesbian relationship,lesbian","A holiday romantic comedy that captures the range of emotions tied to wanting your family&apos;s acceptance, being true to yourself, and trying not to ruin Christmas."
Britney Vs Spears,Yes,2021-09-28,1900000,7929.0,6.4,"['Documentary', 'Biography', 'Music']","singing,investigate,freedom,career,britney spears",Journalist Jenny Eliscu and filmmaker Erin Lee Carr investigate Britney Spears&apos; fight for freedom by way of exclusive interviews and confidential evidence.
Buddy Daddies: Season 1,No,,1900000,100.0,4.7,"['Family', 'Animation', 'Short']","surrealism,cookie,looney tunes,buddy,character name in title",Buddy must battle a group of natives who have kidnapped his girlfriend.
Call My Agent!: Season 4 // Dix pour cent: Saison 4,No,2021-01-21,1900000,16239.0,8.3,"['Comedy', 'Drama']","female protagonist,lesbian,office,lesbianism,lesbian relationship",French serial about the lives and jobs of people working at a talent agency.
Carmen Sandiego: Season 3,Yes,2020-10-01,1900000,6705.0,7.9,"['Animation', 'Action', 'Adventure']","thief,master thief,criminal as protagonist,female criminal,carmen sandiego","The adventures of Carmen Sandiego, a globe-hopping master thief."
Charmed (2018): Season 4,No,,1900000,,,['Comedy'],,
Checkout: Season 1 // קופה ראשית: עונה 1,No,,1900000,,,,,
Chicuarotes,No,,1900000,3247.0,6.7,"['Crime', 'Drama']","teenage boy,bus,clown,gun,robbery",A group of teenagers in Mexico City set out to enrich their lives.
Circle Line // 生死環線 // 生死环线,No,,1900000,340.0,3.6,"['Action', 'Horror']",,
Conor McGregor: Notorious,No,,1900000,6405.0,7.1,"['Documentary', 'Biography', 'Sport']","fight,sports documentary,mixed martial arts,ufc,ultimate fighting championship",
Criminal: UK: Season 1,Yes,2019-09-20,1900000,112.0,9.0,['Short'],,A look behind the scenes of Criminal Minds Season 13.
Cube // CUBE 一度入ったら、最後,No,,1900000,244233.0,7.1,"['Horror', 'Mystery', 'Sci-Fi']","maze,trap,escape,red light,labyrinth",
DC League of Super-Pets,No,,1900000,85.0,5.9,"['Animation', 'Action', 'Adventure']","based on film,based on comic book,based on comic,dc comics,superhero",Puts players in the paws of Super-Pets Krypto the Super-Dog and Ace as they take to the skies to protect the animal population of Metropolis from a new and looming threat.
Death Race,No,,1900000,216775.0,6.4,"['Action', 'Sci-Fi', 'Thriller']","armoured vehicle,slim,baby,leg,miniskirt",
Dirty Money: Season 1,Yes,2018-01-26,1900000,,,"['Short', 'Crime']",,"In 2020, drug runner Robbie Crux will be sent out on his most important job by his boss Nicky Rings to rob one of the biggest crime hot spots. Robbie&apos;s job - acquire the DIRTY MONEY."
Dogwashers // Lavaperros,No,2021-03-04,1900000,646.0,5.7,"['Comedy', 'Crime', 'Drama']","female nudity,female frontal nudity,female rear nudity","Don Oscar, if he wanted, could have been the next Escobar, but instead he sits on the ruins of his decrepit little drug empire. And let&apos;s face it, there is not much left to sit on. Only a handful of his most faithful guard still r..."
Don't Dare to Dream: Season 1 // 질투의 화신: 시즌 1,No,,1900000,1702.0,7.8,"['Comedy', 'Romance']","competition,kdrama,korean drama","Getting ahead in a broadcasting station is tough and the competition is fierce -- but when a news anchor and meteorologist start to fall for each other, things get much more complicated."
Don't Kill Me // Non mi uccidere,Yes,2022-02-21,1900000,2307.0,4.3,"['Fantasy', 'Horror', 'Romance']","drug,undead,resurrection,overdose,cannibalism","19-year-old Mirta dies of drug overdose with her lover Robin. She then resuscitates alone and finds out that, in order to keep living, she must eat living humans."
Doom at Your Service // 어느 날 우리 집 현관으로 멸망이 들어왔다,No,,1900000,443.0,4.9,['Comedy'],"female full frontal nudity,female pubic hair,hairy vagina,hairy labia,softcore",
Doom of Love // Aşkın Kıyameti,Yes,2022-06-20,1900000,2364.0,4.9,"['Drama', 'Romance']","love,yoga,journey,singer","After his ad agency goes bankrupt, an indebted Firat falls for a singer at a yoga retreat and joins her on a journey of self-realization."
DOTA: Dragon's Blood: Book 2,Yes,2022-01-18,1900000,21252.0,7.7,"['Animation', 'Action', 'Adventure']","based on video game,magician,dragon,princess,warrior","After encounters with a dragon and a princess on her own mission, a Dragon Knight becomes embroiled in events larger than he could have ever imagined."
DreamWorks Spooky Stories: Volume 2: Volume 2,No,,1900000,662.0,3.9,"['Drama', 'Horror', 'Mystery']","cannibalism,horror host,male horror host,usa male horror host,usa horror host",
Drishyam // दृश्यम,No,,1900000,92031.0,8.2,"['Crime', 'Drama', 'Mystery']","pursuit,accident,man beats up woman,cinema,witness","Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
Empire Games: Season 1,No,2018-10-05,1900000,,,"['Short', 'Game-Show']",non fiction,Checkmate season I games analyzed by Grandmaster Simon Williams part one .
Failure to Launch,No,,1900000,84641.0,5.6,"['Comedy', 'Romance']","adult child lives with parents,adult son lives with his parents,intervention,bird loose inside a house,family relationships",A thirty-something is still living with his parents until they hire an interventionist to help him graduate out of the house. That&apos;s when the fun begins.
Fairy Tail: Season 2,No,,1900000,,,"['Comedy', 'Romance']",,Lantis (Alex Diaz) is very happy when he found a way to be on land with his beloved man Nep (Yasser Marta). But this joy will end shortly because of a curse.
Fast & Furious Spy Racers: Season 5: South Pacific,Yes,2021-08-13,1900000,2138.0,5.9,"['Action', 'Crime', 'Drama']",friend,"Charlie Swift is a fixer with a problem: the thug he&apos;s whacked is missing his head and Charlie will only be paid if the body can be identified. Enter Marcie Kramer, the victim&apos;s ex-wife and a woman with all the skills Charlie needs."
For Colored Girls,No,,1900000,8114.0,6.2,['Drama'],"sex scene,women,poem,f rated,african american protagonist",
Force 2 // फ़ोर्स 2,Yes,,1900000,5937.0,6.2,"['Action', 'Adventure', 'Thriller']","intelligence agency,car chase,shot with a gun,gunfight,budapest hungary",ACP Yashvardhan teams up with RAW Agent KK to bring down the mole within RAW.
Friends with Money,No,,1900000,31863.0,5.8,"['Comedy', 'Drama', 'Romance']","money problems,marital problem,french maid costume,nervous breakdown,friendship","After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends."
Fugitive: The Curious Case of Carlos Ghosn,Yes,2022-10-26,1900000,1361.0,6.5,['Documentary'],"business,life,community,economy,car manufacturer",
FYRE: The Greatest Party That Never Happened,Yes,2019-01-18,1900000,51139.0,7.2,"['Documentary', 'Crime', 'Music']","behind the scenes,cigar smoking,crime documentary,music festival,island",
Ghost Stories // घोस्ट स्टोरीज़,Yes,2019-12-31,1900000,36337.0,6.4,"['Drama', 'Horror']","violence,ghost,professor,based on play,anti semitism","After receiving a file with details of three unexplained cases of apparitions, skeptical professor Phillip Goodman embarks on a terrifying trip."
Gin Tama: Season 1 // 銀魂: 第1期 1年目,No,,1900000,,,['Short'],,
Girls5eva: Season 2,No,,1900000,,,,,
Glitter Force Doki Doki: Season 2,No,2017-11-10,1900000,228.0,6.2,"['Animation', 'Action', 'Adventure']","superhero,girl,magical girl,shoujo,precure",5 teenage girls unleash their inner superheroes to stop King Mercenare from taking over the world.
Godzilla Singular Point: Season 1 // ゴジラ S.P＜シンギュラポイント＞: シーズン1,Yes,2021-03-24,1900000,2063.0,6.5,"['Animation', 'Action', 'Mystery']","team,godzilla,monster,danger,escape","Brought together by a mysterious song, a grad student and an engineer lead the fight against an unimaginable force that may spell doom for the world."
Goodbye Mr. Black: Season 1 // 굿바이 미스터 블랙: 시즌 1,No,,1900000,,,['Short'],,The creator behind Mr. Erbac&apos;s Retro Classic Video Game Review gives a perspective on top live-action moments of season 1.
Green Frontier: Limited Series // Frontera verde: Miniserie,Yes,2019-08-16,1900000,,,,,
Groundhog Day,No,,1900000,669821.0,8.0,"['Comedy', 'Drama', 'Fantasy']","trapped in a time loop,time loop,groundhog day,existentialism,punxsutawney pennsylvania","A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day."
Half & Half: Season 1,No,,1900000,66944.0,6.6,"['Comedy', 'Crime']","friendship between men,roommate roommate relationship,actor plays multiple roles,marijuana,janitor",The story of three not so bright men who come up with a series of crazy schemes to get a friend out of jail.
Half & Half: Season 2,No,,1900000,66944.0,6.6,"['Comedy', 'Crime']","friendship between men,roommate roommate relationship,actor plays multiple roles,marijuana,janitor",The story of three not so bright men who come up with a series of crazy schemes to get a friend out of jail.
Halston: Limited Series,Yes,2021-05-14,1900000,,,,,
He-Man and the Masters of the Universe: Season 2,Yes,2022-03-03,1900000,43502.0,5.3,"['Action', 'Adventure', 'Fantasy']","masters of the universe,magical sword,superhero,good versus evil,warrior",
Heaven Official's Blessing: Season 1 // 天官賜福: 第 1 季 // 天官赐福: 第 1 季,No,,1900000,113.0,4.5,"['Family', 'Animation', 'Short']","surrealism,merrie melodies",A passed out drunken farm hand dreams of entering heaven on a mule.
Hero // 영웅,No,,1900000,186314.0,7.9,"['Action', 'Adventure', 'Drama']","3rd century b.c.,assassin,ancient china,wuxia,warrioress","A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors."
Hero // 영웅,No,,1900000,186317.0,7.9,"['Action', 'Adventure', 'Drama']","3rd century b.c.,assassin,ancient china,wuxia,warrioress","A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors."
His House,No,2020-10-30,1900000,47096.0,6.5,"['Drama', 'Horror', 'Thriller']","escape,kidnapping,holding someone against their will,bus,government subsidized housing","A refugee couple makes a harrowing escape from war-torn South Sudan, but then they struggle to adjust to their new life in an English town that has an evil lurking beneath the surface."
Hostel: Part III,No,,1900000,34800.0,4.6,['Horror'],"betrayal,blood on camera lens,jealousy,tied to a chair,female rear nudity","Four men attending a bachelor party in Las Vegas fall prey to the Elite Hunting Club, who are hosting a gruesome game show of torture."
How to Be a Latin Lover,No,,1900000,17235.0,6.0,"['Comedy', 'Drama']","eye bandage,toy motorcycle,arm in a sling,yelling,computer",
Hum Saath-Saath Hain // हम साथ-साथ हैं,No,,1900000,,,,,
I am Solo: Part 5 - Part 8 // 나는 솔로: 5기-8기,No,,1900000,,,,,
I Hate Kids,No,,1900000,,,['Action'],,
Igor,No,,1900000,24160.0,5.9,"['Animation', 'Comedy', 'Family']","steampunk,character name as title,dna,scientist,welding mask","Animated fable about a cliché hunchbacked evil scientist&apos;s assistant who aspires to become a scientist himself, much to the displeasure of the rest of the evil science community."
In Broad Daylight: The Narvarte Case // A plena luz: El caso Narvarte,No,2022-12-08,1900000,376.0,6.4,"['Documentary', 'Crime']",crime documentary,This documentary unveils evidence of corruption in the investigation into the murder of five people in the Narvarte neighborhood of Mexico City in 2015.
Infinite,No,,1900000,59132.0,5.5,"['Action', 'Sci-Fi', 'Thriller']","reincarnation,based on novel,bullet dodging,deflecting bullets with sword,bomb on plane",
Inspector Gadget: Season 3,No,2017-06-02,1900000,,,,,
Jagame Thandhiram,Yes,2021-06-18,1900000,12312.0,5.8,"['Action', 'Crime', 'Drama']","ganster,gangster,dark comedy,caught,fight","A nomadic gangster finds himself caught between good and evil in a fight for a place to call home. Starring Dhanush, Aishwarya Lekshmi and James Cosmo."
JFK,No,,1900000,167165.0,8.0,"['Drama', 'History', 'Thriller']","conspiracy theory,investigation,assassination of president,suspicion,homicide",New Orleans District Attorney Jim Garrison discovers there&apos;s more to the Kennedy assassination than the official story.
Jumping the Broom,No,,1900000,11394.0,5.7,"['Comedy', 'Drama']","columbia tristar,weekend,martha&apos;s vineyard,wedding,older woman younger man relationship",Two very different families converge on Martha&apos;s Vineyard one weekend for a wedding.
Khun Pan 2 // ขุนพันธ์ 2,No,,1900000,,,,,
Kitz: Season 1,Yes,2021-12-30,1900000,11869.0,8.4,['Short'],,
Kong: Skull Island,No,,1900000,339329.0,6.7,"['Action', 'Adventure', 'Fantasy']","giant monster,pointless self sacrifice,giant spider,monster movie,monster versus monster",
Lemony Snicket's A Series of Unfortunate Events,No,,1900000,,,"['Action', 'Adventure', 'Comedy']",,
Let's Dance,No,2019-12-04,1900000,100.0,6.1,"['Short', 'Music']",,"Every year, the New York Times Magazine gathers together the best performers from the last 12 months for a series of shorts built around a common theme. This year, everyone danced and the results are glorious."
Life is Beautiful // 인생은 아름다워,No,,1900000,,,,,
Life or Something Like It,No,,1900000,,,,,
Luccas Neto em: A Gincana na Netoland,No,,1900000,14.0,3.7,['Comedy'],,
Luccas Neto em: Duas Babás Muito Esquisitas,No,,1900000,43.0,3.3,['Comedy'],,
Luis Miguel - The Series: Season 3 // Luis Miguel - La serie: Temporada 3,No,2021-10-28,1900000,5019.0,8.1,"['Biography', 'Drama', 'History']","female rear nudity,female frontal nudity,pop star,child prodigy,abusive husband","The series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades."
Ma (2019),No,,1900000,58621.0,5.6,"['Horror', 'Mystery', 'Thriller']","revenge,lonely woman,underage drinking,trauma,flashback","A lonely woman befriends a group of teenagers and decides to let them party at her house. Just when the kids think their luck couldn&apos;t get any better, things start happening that make them question the intention of their host."
Mama (2013),No,,1900000,189574.0,6.2,"['Fantasy', 'Horror', 'Thriller']","mother daughter relationship,supernatural horror,haunted house,cabin in the woods,ghost","After a young couple take in their two nieces, they suspect that a supernatural spirit named Mama has latched onto their family."
Meenakshi Sundareshwar // मीनाक्षी सुंदरेश्वर,Yes,2021-11-05,1900000,18183.0,6.9,"['Comedy', 'Romance']","marriage,struggle,parent,love,hometown","Forced to live apart due to a unique job prospect, two newlyweds face the hassles, hiccups - and hilarity - that arise from their long distance marriage."
Meskina,Yes,2022-03-04,1900000,1198.0,5.6,['Comedy'],couple,
Mirreyes vs Godinez // Mirreyes contra Godínez,No,,1900000,1449.0,5.3,['Comedy'],"female nudity,senos desnudos,female topless nudity,bikinis","Genaro Rodríguez is a young godin who has dedicated his life to work at Kuri and Sons; his boss Don Francisco Kuri loves him like a son and knows that his own son Santiago, a mirrey, too spoiled but big-hearted, hasn&apos;t the slighte..."
Misha and the Wolves,Yes,2021-08-11,1900000,3253.0,6.7,"['Documentary', 'Drama']","publisher,reference to the holocaust,female holocaust survivor,hoax,deception",
Moesha: Season 3,No,,1900000,128.0,8.2,"['Animation', 'Adventure', 'Comedy']",,"The show tells about the adventures of Kikoriki, 10 spherical anthropomorphic animals that always find themselves in various situations, specifically ending with the typical learning solution of hand-working teamwork."
Motown Magic: Season 2,Yes,2019-06-28,1900000,,,"['Short', 'Family']","year in title,2010s,number in title",
My Next Guest Needs No Introduction With David Letterman: Season 4,Yes,2022-05-20,1900000,6115.0,7.9,['Talk-Show'],"guest,celebrity talk show,non fiction",Comedian David Letterman interviews people he finds fascinating.
Mythomaniac: Season 2 // Mytho: Season 2,Yes,2021-10-29,1900000,,,,,
Nailed It!: Season 4,Yes,2020-04-01,1900000,,,['Short'],,A behind the scenes look at NCIS: New Orleans Season Four.
Nate Bargatze: The Tennessee Kid,Yes,2019-03-26,1900000,2281.0,7.6,"['Documentary', 'Music']",tour,"The final performance of Justin Timberlake and the Tennessee Kids&apos; 20/20 Experience World Tour, filmed in 2015 at the MGM Grand Garden Arena in Las Vegas."
Nate Is Late: Season 2,No,,1900000,,,,,
Nymphomaniac: Volume II,No,,1900000,96894.0,6.6,['Drama'],"explicit sex,nymphomania,double penetration,oral sex,whip",
Okja,Yes,2017-06-28,1900000,129917.0,7.3,"['Action', 'Adventure', 'Drama']","animal rights activist,meat industry,animal liberation front,south korea,animal lover","A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja."
One on One: Season 2,No,,1900000,,,,,
One on One: Season 3,No,,1900000,,,,,
Phi: Season 1 // Fi: 1. Sezon,No,,1900000,45628.0,6.6,"['Comedy', 'Romance']","christmas,coming out,holidays,lesbian relationship,lesbian","A holiday romantic comedy that captures the range of emotions tied to wanting your family&apos;s acceptance, being true to yourself, and trying not to ruin Christmas."
PK,No,,1900000,197616.0,8.1,"['Comedy', 'Drama', 'Sci-Fi']","guru,religion,alien on earth,muslim,hindu",An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religious views on people.
Pokémon the Series: Sun & Moon: Sun & Moon: Ultra Adventures,No,,1900000,46545.0,7.5,"['Animation', 'Action', 'Adventure']","pokemon,pikachu,ash ketchum character,dawn character,team rocket","Ash Ketchum, his yellow pet Pikachu, and his human friends explore a world of powerful creatures."
Pororo - The Little Penguin: Season 5,Yes,,1900000,33.0,6.5,"['Animation', 'Adventure', 'Fantasy']","penguin,pirate,ship,half dressed cartoon animal,cartoon fox",Pororo and his friends go on an adventure as they travel on the ship and they search for treasure.
Prank Encounters: Season 2,Yes,2021-04-01,1900000,3054.0,5.3,"['Comedy', 'Horror', 'Reality-TV']","business,prank,hidden camera reality tv",
Project Mc²: Part 5,Yes,2017-09-15,1900000,1244.0,6.2,['Family'],"psychotronic series,science,technology,spy,girl",
Project Mc²: Part 6,Yes,2017-11-07,1900000,1244.0,6.2,['Family'],"psychotronic series,science,technology,spy,girl",
Puff: Wonders of the Reef,Yes,2021-12-16,1900000,1100.0,7.1,"['Documentary', 'Family']",oceania,A baby pufferfish travels through a wondrous microworld full of fantastical creatures as he searches for a home on the Great Barrier Reef.
Race (2016),No,,1900000,40226.0,7.1,"['Biography', 'Drama', 'Sport']","track and field,1930s,1936 olympics,athlete,nazi germany","Jesse Owens&apos; quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler&apos;s vision of Aryan supremacy."
Rugrats (1991): Season 1,No,,1900000,,,['Sport'],"reference to ayrton senna,formula 1",
Sebastian Maniscalco: Is It Me?,Yes,2022-12-06,1900000,3319.0,6.2,"['Comedy', 'Romance']","gay,gay protagonist,four word title,roommate,columnist",
Something's Gotta Give,No,,1900000,,,,,
State of Mind (2017),No,,1900000,3612.0,6.2,['Drama'],"patient,sex scene,entirely told in flashback,state mental hospital,psychotherapist","Three Christs follows Dr. Alan Stone who is treating three paranoid schizophrenic patients at the Ypsilanti State Hospital in Michigan, each of whom believed they were Jesus Christ. What transpires is both comic and deeply moving."
Suntok sa Buwan: Season 1,No,,1900000,,,"['Drama', 'Sport']","boxing sport,boxer,astronomical object in title,three word title","Two boxers prepare against each other in the bout that will define their lives. When a boy with everything to lose faces a man with nothing to lose in the ring, who will win the fight?"
The Assistant (2022),Yes,,1900000,412.0,5.4,"['Action', 'Crime', 'Thriller']","prison,revenge,gun,fight,violence","Zafik is unjustly imprisoned and not pleased about it. When he is released, he gets the help of the unhinged Feroz to get revenge."
The Block Island Sound,Yes,,1900000,9216.0,5.4,"['Horror', 'Mystery', 'Sci-Fi']","conspiracy theory,island,fisherman,abduction,hypocrisy","Something lurks off the coast of Block Island, silently influencing the behavior of fisherman, Tom Lynch. After suffering a series of violent outbursts, he unknowingly puts his family in grave danger."
The Brothers Grimsby,No,,1900000,125249.0,5.9,"['Action', 'Adventure', 'Comedy']","wilhelm grimm character,jacob grimm character,the brothers grimm characters,steampunk,snow adventure",
The Divergent Series: Allegiant - Part 1,No,,1900000,131202.0,5.7,"['Action', 'Adventure', 'Mystery']","based on young adult novel,dystopia,tough girl,surveillance,based on novel","After the earth-shattering revelations of Insurgent, Tris must escape with Four beyond the wall that encircles Chicago, to finally discover the shocking truth of the world around them."
The Four Seasons (1981),No,,1900000,,,,,
The Future Of: Season 1,Yes,2022-06-21,1900000,38822.0,5.8,"['Drama', 'Horror', 'Sci-Fi']","body horror,eating plastic,organ removal,child autopsy,transhumanism",
The Ghost (2022),No,,1900000,2395.0,5.0,"['Action', 'Thriller']",officer,
The Last Kids on Earth: Happy Apocalypse to You,Yes,2021-04-06,1900000,43.0,7.1,"['Animation', 'Adventure', 'Comedy']",,"Jack&apos;s determined to give June an awesome post-apocalyptic birthday. Can he pull it off? In this interactive special, the answer&apos;s up to you."
The Letdown: Season 1,Yes,2018-04-21,1900000,65.0,8.9,['Short'],,"Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the..."
The Plagues of Breslau // Plagi Breslau,Yes,2020-01-30,1900000,5532.0,6.0,"['Action', 'Crime', 'Mystery']","psychotronic film,serial killer,bare chested male,male full frontal nudity,male nudity",Every day at 6 pm a serial killer kills a different person. Police officer Helena Rus decides to find the killer by researching about 18th century history of the city.
The Syndicate: Season 4,No,,1900000,,,"['Documentary', 'Short']",,
The Tourist,No,,1900000,253422.0,6.0,"['Action', 'Thriller']","russian villain,tailing a suspect,surveillance van,police surveillance,venice italy",
The troubleshooter // Roulez jeunesse,No,,1900000,2165.0,6.7,['Western'],"arson,town tamer,rancher,blacksmith,sheriff","When a notorious tough &apos;town tamer&apos; is hired by the citizenry to rid of the gunmen driving them off their land, he finds the local saloon madam to be an old friend."
The Tuxedo (2002),No,,1900000,87687.0,5.4,"['Action', 'Comedy', 'Sci-Fi']","boxer shorts,slimehouse,fiance fiancee relationship,buddy comedy,woman wears a tie",A hapless chauffeur must take a comatose Secret Agent&apos;s place using his special gadget-laden tuxedo.
The Victims' Game: Season 1 // 誰是被害者: 第 1 季 // 谁是被害者: 第 1 季,Yes,2020-04-30,1900000,1353.0,4.4,['Horror'],"anthology,buried alive,friend,group",A group of friends reunited to play a game. Each one of them expects to get something about it. The rules of the game are to tell a story of horror for each candle.
To Your Eternity: Season 2 // 不滅のあなたへ: 第2シリーズ,No,,1900000,356897.0,7.8,"['Animation', 'Action', 'Adventure']","dragon,viking,sequel,self sacrifice,death","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
Todos queremos a alguien,No,,1900000,4356.0,6.4,"['Comedy', 'Romance']","lingerie,taking a shower,black panties,panties,black bra","A single, successful career woman asks her co-worker to pose as her boyfriend at a family wedding back home in Mexico. Her situation gets complicated when her ex shows up at the ceremony."
Tom Segura: Disgraceful,Yes,2018-01-12,1900000,4426.0,7.5,['Comedy'],"tv special,stand up comedy,stand up comedy special",Comedian Tom Segura rants about funny things about pop culture and the way of living in 2018.
Top Boy: Summerhouse: Series 2,Yes,,1900000,,,"['Short', 'Comedy']",,
Tora-san Series: Season 1 // 男はつらいよシリーズ: シーズン1,No,,1900000,84.0,6.8,['Comedy'],"family relationships,school,love,teacher,sequel",
Ultimate Beastmaster: No Surrender,Yes,2017-12-15,1900000,,,,,
Ultraman: Season 2,Yes,2022-04-14,1900000,,,,,
Velvet Colección: Season 2,No,,1900000,1582.0,7.2,"['Comedy', 'Drama', 'Romance']","sequel,kiss,friendship,1960s,telenovela",Barcelona 1967. Ana Rivera returns from New York to launch her last dream: to make the leap from the exclusive business of haute couture in Madrid to a boutique in Barcelona with aspirations to become a global franchise.
Versailles: Season 1,No,,1900000,66.0,8.2,"['Documentary', 'Biography', 'Drama']",tv mini series,"Follows the life at the Palace of Versailles, home to the three kings Louis (XIV, XV and XVI), their lovers and their queens: &apos;Louis XIV, The Dream of a King&apos;, &apos;Louis XV, The Palace of Pleasure&apos;, and &apos;Louis XVI, Countdown to Revol..."
